Title,Studio,TotalGross,TotalTheaters,OpeningGross,OpeningTheaters,OpeningDate,Director,MainActor,Rating,Genre
The Art of War,WB,30208599,2630,10410993,2630,8/25/2000,Christian Duguay,Wesley Snipes,5.7,Crime
The Artist,Wein.,44671682,1756,204878,4,11/25/2011,Michel Hazanavicius,Jean Dujardin,7.4,Drama
The A-Team,Fox,77222099,3544,25669455,3535,06-11-10,Joe Carnahan," 
Liam Neeson",6.3,Thriller
The Aviator,Mira.,102610330,2530,858021,40,12/17/2004,Martin Scorsese,Leonardo DiCaprio,7.1,Drama
The Bachelor,NL,21760240,2524,7480288,2522,11-05-99,Gary Sinyor,Chris ODonnell,4.7,Comedy
The Back-Up Plan,CBS,37490007,3280,12201710,3280,4/23/2010,Alan Poul,Jennifer Lopez,5.9,Comedy
The Banger Sisters,FoxS,30307416,2739,10037846,2738,9/20/2002,Bob Dolman,Susan Sarandon,5.7,Comedy
The Bank Job,LGF,30060660,1613,5935256,1603,03-07-08, Roger Donaldson,Jason Statham,3.3,Action
The Beach,Fox,39785027,2587,15277921,2547,02-11-00,Danny Boyle,Leonardo DiCaprio,6.4,Drama
The Benchwarmers,SonR,59843754,3282,19656429,3274,04-07-06,Dennis Dugan,David Spade,5.4,Comedy
The Best Exotic Marigold Hotel,FoxS,46412041,1298,737051,27,05-04-12,John Madden,Judi Dench,6.9,Drama
The Best Man,Uni.,34102780,1348,9031660,1346,10/22/1999,Malcolm D. Lee,Taye Diggs,6.7,Drama
The Best Man Holiday,Uni.,70525195,2041,30107555,2024,11/15/2013,Malcolm D. Lee,Monica Calhoun,6.6,Comedy
The Best of Me,Rela.,26766213,2936,10003827,2936,10/17/2014,Michael Hoffman,James Marsden,7.3,Drama
The BFG,BV,55483770,3392,18775350,3357,07-01-16,Steven Spielberg,Mark Rylance,6.1,Adventure
The Big Short,Par.,70259870,2529,705527,8,12-11-15,Adam McKay,Christian Bale,7.3,Comedy
The Big Sick,LGF,42873127,2597,421577,5,6/23/2017,Michael Showalter,Kumail Nanjiani,7.5,Comedy
The Blair Witch Project,Art.,140539099,2538,1512054,27,7/16/1999,Daniel Myrick,Heather Donahue,6.3,Horror
The Blind Side,WB,255959475,3407,34119372,3110,11/20/2009,John Lee Hancock,Sandra Bullock,7.5,Drama
The Bone Collector,Uni.,66518655,2623,16712020,2587,11-05-99,Philip Noyce,Denzel Washington,6.7,Drama
The Book of Eli,WB,94835059,3111,32789494,3111,1/15/2010, The Hughes Brothers," 
Denzel Washington",6.7,Action
The Boss,Uni.,63285885,3495,23586645,3480,04-08-16,Ben Falcone,Melissa McCarthy,5.5,Comedy
The Boss Baby,Fox,175003033,3829,50198902,3773,3/31/2017,Tom McGrath,Alec Baldwin,6.4,Animation
The Bounty Hunter,Sony,67061228,3118,20686423,3074,3/19/2010,Andy Tennant," 
Jennifer Aniston",5.7,Action
The Bourne Identity,Uni.,121661683,2663,27118640,2638,6/14/2002,Doug Liman,Franka Potente,7.4,Action
The Bourne Legacy,Uni.,113203870,3753,38142825,3745,08-10-12,Tony Gilroy,Jeremy Renner,6.1,Action
The Bourne Supremacy,Uni.,176241941,3304,52521865,3165,7/23/2004,Paul Greengrass,Matt Damon,7.3,Action
The Bourne Ultimatum,Uni.,227471070,3701,69283690,3660,08-03-07,Paul Greengrass,Matt Damon,7.3,Action
The Boxtrolls,Focus,50837305,3464,17275239,3464,9/26/2014,Graham Annable,Ben Kingsley,6.7,Animation
The Boy Next Door,Uni.,35423380,2615,14910105,2602,1/23/2015,Rob Cohen,Jennifer Lopez,5.4,Crime
The Brave One,WB,36793804,2837,13471488,2755,9/14/2007,Neil Jordan,Jodie Foster,6.4,Crime
The Break-Up,Uni.,118703275,3146,39172785,3070,06-02-06,Peyton Reed,Jennifer Aniston,5.7,Romance
The Brothers,SGem,27457409,1378,10302846,1378,3/23/2001,Gary Hardwick,Morris Chestnut,6.9,Comedy
The Brothers Grimm,Dim.,37916267,3098,15092079,3087,8/26/2005,Terry Gilliam,Matt Damon,5.7,Adventure
The Bucket List,WB,93466502,2915,335837,16,12/25/2007,Rob Reiner,Jack Nicholson,7.1,Drama
The Butterfly Effect,NL,57938693,2605,17065227,2605,1/23/2004,Eric Bress,Ashton Kutcher,7.5,Science Fiction
The Bye Bye Man,STX,22395806,2220,13501349,2220,1/13/2017,Stacy Title,Douglas Smith,5.1,Horror
The Cabin in the Woods,LGF,42073277,2811,14743614,2811,4/13/2012,Drew Goddard,Kristen Connolly,6.5,Horror
The Call,TriS,51872378,2507,17118745,2507,3/15/2013,Brad Anderson,Halle Berry,4.2,Thriller
The Campaign,WB,86907746,3302,26588460,3205,08-10-12,Jay Roach,Will Ferrell,5.7,Comedy
The Cat in the Hat,Uni.,101149285,3467,38329160,3464,11/21/2003,Bo Welch,Mike Myers,5.1,Fantasy
The Cell,NL,61334059,2476,17515050,2411,8/18/2000,Tarsem Singh,Jennifer Lopez,6.1,Horror
The Change-Up,Uni.,37081475,2913,13531115,2913,08-05-11,David Dobkin,Jason Bateman,6,Comedy
The Chronicles of Narnia: Prince Caspian,BV,141621490,3929,55034805,3929,5/16/2008, Andrew Adamson," 
William Moseley",6.5,Adventure
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104386950,3555,24005069,3555,12-10-10,Michael Apted," 
Skandar Keynes",6.3,Adventure
The Chronicles of Riddick,Uni.,57761012,2757,24289165,2757,06-11-04,David Twohy,Vin Diesel,6.4,Action
The Cider House Rules,Mira.,57545092,1738,110098,8,12-10-99,Lasse Hallström ,Tobey Maguire,7,Drama
The Commuter,LGF,36343858,2892,13701452,2892,01-12-18,Jaume Collet-Serra,Liam Neeson,5.5,Action
The Conjuring,WB (NL),137400141,3115,41855326,2903,7/19/2013,James Wan,Patrick Wilson,7.5,Horror
The Conjuring 2,WB (NL),102470008,3356,40406314,3343,06-10-16,James Wan,Vera Farmiga,7.2,Horror
The Constant Gardener,Focus,33579797,1387,8673803,1346,8/31/2005,Fernando Meirelles,Ralph Fiennes,7.1,Drama
The Core,Par.,31186896,3019,12053131,3017,3/28/2003,Jon Amiel,Aaron Eckhart,5.6,Action
The Corruptor,NL,15164492,1804,5765300,1804,03-12-99,James Foley,Yun-Fat Chow,6.1,Action
The Count of Monte Cristo,BV,54234062,2211,11376150,2007,1/25/2002,Kevin Reynolds,Jim Caviezel,7.4,Action
The Crazies,Over.,39123589,2479,16067552,2476,2/26/2010,Breck Eisner, Timothy Olyphant,6.2,Mystery
The Crocodile Hunter: Collision Course,MGM,28442574,2535,9537123,2525,07-12-02,John Stainton,Steve Irwin,5.2,Family
The Croods,Fox,187168425,4065,43639736,4046,3/22/2013,Kirk DeMicco,Nicolas Cage,6.8,Action
The Curious Case of Benjamin Button,Par.,127509326,2988,26853816,2988,12/25/2008, David Fincher," 
Brad Pitt",7.5,Fantasy
The Da Vinci Code,Sony,217536138,3757,77073388,3735,5/19/2006,Ron Howard,Tom Hanks,6.6,Thriller
The Dark Knight,WB,533345358,4366,158411483,4366,7/18/2008,Christopher Nolan," 
Christian Bale",8.4,Drama
The Dark Knight Rises,WB,448139099,4404,160887295,4404,7/20/2012,Christopher Nolan,Christian Bale,7.7,Action
The Dark Tower,Sony,50701325,3451,19153698,3451,08-04-17,Nikolaj Arcel,Idris Elba,5.6,Action
The Day After Tomorrow,Fox,186740799,3444,68743584,3425,5/28/2004,Roland Emmerich,Dennis Quaid,6.4,Action
The Debt,Focus,31177548,1874,9909499,1826,8/31/2011,John Madden,Helen Mirren,7,Drama
The Departed,WB,132384315,3017,26887467,3017,10-06-06,Martin Scorsese,Leonardo DiCaprio,8.1,Drama
The Descendants,FoxS,82584160,2038,1190096,29,11/16/2011,Alexander Payne,George Clooney,6.8,Comedy
The Devil Inside,Par.,53261944,2551,33732515,2285,01-06-12,William Brent Bell,Fernanda Andrade,4.7,Thriller
The Devil Wears Prada,Fox,124740460,2882,27537244,2847,6/30/2006,David Frankel,Anne Hathaway,7.2,Comedy
The Dictator,Par.,59650222,3014,17435092,3008,5/16/2012,Larry Charles,Sacha Baron Cohen,4.4,Comedy
The Dilemma,Uni.,48475290,2943,17816230,2940,1/14/2011,Ron Howard,Vince Vaughn,5.3,Comedy
The DUFF,LGF,34030343,2622,10809149,2575,2/20/2015,Ari Sandel,Mae Whitman,6.8,Romance
The Dukes of Hazzard,WB,80270227,3785,30675314,3785,08-05-05,Jay Chandrasekhar,Seann William Scott,5.2,Action
The Emoji Movie,Sony,86089513,4075,24531923,4075,7/28/2017,Tony Leondis,T.J. Miller,5.4,Animation
The Equalizer,Sony,101530738,3236,34137828,3236,9/26/2014,Antoine Fuqua,Denzel Washington,7.2,Thriller
The Equalizer 2,Sony,102084362,3388,36011640,3388,7/20/2018,Antoine Fuqua,Denzel Washington,6.4,Thriller
The Exorcism of Emily Rose,SGem,75072454,3045,30054300,2981,09-09-05,Scott Derrickson,Laura Linney,6.4,Crime
The Expendables,LGF,103068524,3398,34825135,3270,8/13/2010,Sylvester Stallone, Sylvester Stallone,6.1,Thriller
The Expendables 2,LGF,85028192,3355,28591370,3316,8/17/2012,Simon West,Sylvester Stallone,6.2,Action
The Expendables 3,LGF,39322544,3221,15879645,3221,8/15/2014,Patrick Hughes,Sylvester Stallone,6.1,Action
The Eye,LGF,31418697,2470,12425776,2436,02-01-08, David Moreau, Jessica Alba,6.5,Horror
The Family Man,Uni.,75793305,2441,10554960,2388,12/22/2000,Brett Ratner,Nicolas Cage,6.7,Comedy
The Family Stone,Fox,60062868,2469,12521027,2466,12/16/2005,Thomas Bezucha,Dermot Mulroney,6.2,Comedy
The Fast and the Furious,Uni.,144533925,2899,40089015,2628,6/22/2001,Rob Cohen,Vin Diesel,6.7,Action
The Fast and the Furious: Tokyo Drift,Uni.,62514415,3030,23973840,3027,6/16/2006,Justin Lin,Lucas Black,6.2,Action
The Fate of the Furious,Uni.,226008385,4329,98786705,4310,4/14/2017,F. Gary Gray,Vin Diesel,6.9,Action
The Fault in our Stars,Fox,124872350,3340,48002523,3173,06-06-14,Josh Boone,Shailene Woodley,7.6,Romance
The Favourite,FoxS,34239606,1554,422410,4,11/23/2018,Yorgos Lanthimos,Olivia Colman,7.7,Drama
The Fighter,Par.,93617009,2534,300010,4,12-10-10,David O. Russell," 
Mark Wahlberg",7.8,Drama
The Fighting Temptations,Par.,30250745,2026,11758372,2026,9/19/2003,Jonathan Lynn,Cuba Gooding Jr.,5.5,Comedy
The Final Destination,WB (NL),66477700,3121,27408309,3121,8/28/2009, David R. Ellis, Bobby Campo,5.6,Horror
The Finest Hours,BV,27569558,3143,10288932,3143,1/29/2016,Craig Gillespie,Chris Pine,6.4,Action
The First Purge,Uni.,69488745,3038,17374280,3031,07-04-18,Gerard McMurray,Ylan Noel,5.8,Action
The Five-Year Engagement,Uni.,28835528,2941,10610060,2936,4/27/2012,Nicholas Stoller,Jason Segel,5.8,Romance
The Flintstones in Viva Rock Vegas,Uni.,35268275,3125,10518435,3040,4/28/2000,Brian Levant,Mark Addy,4.5,Comedy
The Forbidden Kingdom,LGF,52075270,3151,21401121,3151,4/18/2008, Rob Minkoff," 
Jackie Chan",6.4,Action
The Foreigner,STX,34393507,2515,13113024,2515,10/13/2017,Martin Campbell,Katie Leung,3.8,Action
The Forest,Focus,26594261,2509,12741176,2451,01-08-16,Jason Zada,Natalie Dormer,5,Drama
The Forgotten,SonR,67133509,3144,21022111,3104,9/24/2004,Joseph Ruben,Julianne Moore,5.7,Crime
The Fourth Kind,Uni.,25486040,2530,12231160,2527,11-06-09,Olatunde Osunsanmi,Milla Jovovich,5.9,Mystery
The Gallows,WB (NL),22764410,2720,9808463,2720,07-10-15,Travis Cluff,Reese Mishler,4.8,Horror
The Gambler,Par.,33680992,2494,9129999,2478,12/25/2014,Rupert Wyatt,Mark Wahlberg,6,Drama
The Game Plan,BV,90648202,3342,22950971,3103,9/28/2007,Andy Fickman,"Dwayne ""The Rock"" ",6.2,Comedy
The Giver,Wein.,45090374,3003,12305016,3003,8/15/2014,Phillip Noyce,Brenton Thwaites,6.5,Drama
The Golden Compass,NL,70107728,3528,25783232,3528,12-07-07,Chris Weitz,Nicole Kidman,5.9,Adventure
The Good Dinosaur,BV,123087120,3749,39155217,3749,11/25/2015,Peter Sohn,Jeffrey Wright,6.7,Adventure
The Good Shepherd,Uni.,59952835,2250,9912110,2215,12/22/2006,Robert De Niro,Matt Damon,5,Drama
The Grand Budapest Hotel,FoxS,59301324,1467,811166,4,03-07-14,Wes Anderson,Ralph Fiennes,8,Comedy
The Great Debaters,MGM/W,30236407,1290,6005180,1171,12/25/2007,Denzel Washington,Denzel Washington,7.2,Drama
The Great Wall,Uni.,45540830,3328,18469620,3326,2/17/2017,Yimou Zhang,Matt Damon,6,Documentary
The Greatest Showman,Fox,174340174,3342,8805843,3006,12/20/2017,Michael Gracey,Hugh Jackman,8,Drama
The Green Hornet,Sony,98780042,3584,33526876,3584,1/14/2011,Michel Gondry,Seth Rogen,6.3,Action
The Green Mile,WB,136801374,2875,18017152,2875,12-10-99,Frank Darabont,Tom Hanks,8.4,Fantasy
The Grey,ORF,51580236,3208,19665101,3185,1/27/2012,Joe Carnahan,Liam Neeson,6.5,Drama
The Grudge,Sony,110359362,3348,39128715,3245,10/22/2004,Takashi Shimizu,Sarah Michelle Gellar,5.9,Horror
The Grudge 2,Sony,39143839,3214,20825300,3211,10/13/2006,Takashi Shimizu,Amber Tamblyn,5.4,Horror
The Guardian,BV,55011732,3241,18006064,3241,9/29/2006,Andrew Davis,Kevin Costner,6.9,Action
The Guilt Trip,Par.,37134215,2431,5290629,2431,12/19/2012,Anne Fletcher,Barbra Streisand,5.4,Comedy
The Hangover,WB,277322503,3545,44979319,3269,06-05-09,Todd Phillips,Bradley Cooper,7.3,Comedy
The Hangover Part II,WB,254464305,3675,85946294,3615,5/26/2011,Todd Phillips,Bradley Cooper,6.4,Comedy
The Hangover Part III,WB,112200072,3565,41671198,3555,5/23/2013,Todd Phillips,Bradley Cooper,6.1,Comedy
The Happening,Fox,64506874,2986,30517109,2986,6/13/2008, M. Night Shyamalan," 
Mark Wahlberg",5.1,Thriller
The Hate U Give,Fox,29719483,2375,512035,36,10-05-18,George Tillman Jr.,Amandla Stenberg,7.2,Crime
The Hateful Eight,Wein.,54117416,2938,4610676,100,12/25/2015,Quentin Tarantino,Samuel L. Jackson,7.7,Crime
The Haunted Mansion,BV,75847266,3122,24278410,3122,11/26/2003,Rob Minkoff,Eddie Murphy,5.4,Thriller
The Haunting,DW,91411151,2881,33435140,2808,7/23/1999,Jan de Bont,Liam N eeson,5.3,Horror
The Haunting in Connecticut,LGF,55389516,2732,23004765,2732,3/27/2009,Peter Cornwell, Virginia Madsen,6.1,Thriller
The Heartbreak Kid,P/DW,36787257,3233,14022105,3229,10-05-07,Peter Farrelly,Ben Stiller,5.6,Comedy
The Heat,Fox,159582188,3184,39115043,3181,6/28/2013,Paul Feig,Sandra Bullock,4,Comedy
The Help,BV,169708112,3014,26044590,2534,08-10-11,Tate Taylor,Emma Stone,8.1,Drama
The Hills Have Eyes,FoxS,41778863,2621,15708512,2620,03-10-06,Alexandre Aja,Ted Levine,6.2,Horror
The Hobbit: An Unexpected Journey,WB (NL),303003568,4100,84617303,4045,12/14/2012,Peter Jackson,Martin Freeman,7.2,Adventure
The Hobbit: The Battle of the Five Armies,WB (NL),255119788,3875,54724334,3875,12/17/2014,Peter Jackson,Ian McKellen,7.3,Action
The Hobbit: The Desolation of Smaug,WB (NL),258366855,3928,73645197,3903,12/13/2013,Peter Jackson,Ian McKellen,7.6,Adventure
The Holiday,Sony,63224849,2698,12778913,2610,12-08-06,Nancy Meyers,Kate Winslet,7,Comedy
The Hot Chick,BV,35081594,2246,7401146,2217,12/13/2002,Tom Brady,Rob Schneider,5.7,Comedy
The Hours,Par.,41675994,1010,338622,11,12/27/2002,Stephen Daldry,Meryl Streep,7.3,Drama
The House,WB (NL),25584504,3134,8724795,3134,6/30/2017,Andrew Jay Cohen,Will Ferrell,5.7,Comedy
The House Bunny,Sony,48237389,2763,14533702,2714,8/22/2008,Fred Wolf, Anna Faris,5.6,Romance
The House With A Clock In Its Walls,Uni.,68549695,3592,26608020,3592,9/21/2018,Eli Roth,Jack Black,6.2,Fantasy
The Hundred-Foot Journey,BV,54240821,2167,10979290,2023,08-08-14,Lasse Hallström,Helen Mirren,7.3,Drama
The Hunger Games,LGF,408010692,4137,152535747,4137,3/23/2012,Gary Ross,Jennifer Lawrence,7.1,Science Fiction
The Hunger Games: Catching Fire,LGF,424668047,4163,158074286,4163,11/22/2013,Francis Lawrence,Jennifer Lawrence,7.4,Adventure
The Hunger Games: Mockingjay - Part 1,LGF,337135885,4151,121897634,4151,11/21/2014,Francis Lawrence,Jennifer Lawrence,6.8,Science Fiction
The Hunger Games: Mockingjay - Part 2,LGF,281723902,4175,102665981,4175,11/20/2015,Francis Lawrence,Jennifer Lawrence,6.8,Action
The Hunted,Par.,34244097,2517,13482638,2516,3/14/2003,William Friedkin,Tommy Lee Jones,5,Thriller
The Hurricane,Uni.,50699241,2148,384640,11,12/29/1999,Norman Jewison,Denzel Washington,7.4,Drama
The Ides of March,Sony,40962534,2199,10470143,2199,10-07-11,George Clooney,Paul Giamatti,6.7,Drama
The Illusionist,YFG,39868642,1438,927956,51,8/18/2006,Neil Burger,Edward Norton,7.2,Fantasy
The Imitation Game,Wein.,91125683,2402,479352,4,11/28/2014,Morten Tyldum,Benedict Cumberbatch,8.1,History
The Incredible Hulk,Uni.,134806913,3508,55414050,3505,6/13/2008, Louis Leterrier," 
Edward Norton",6.2,Science Fiction
The Incredibles,BV,261441092,3933,70467623,3933,11-05-04,Brad Bird,Craig T. Nelson,7.7,Action
The Informant!,WB,33316821,2505,10464314,2505,9/18/2009,Steven Soderbergh, Matt Damon,6.1,Drama
The Insider,BV,29089912,1844,6712361,1809,11-05-99,Michael Mann,Russell Crowe,7.5,Drama
The Intern,WB,75764672,3320,17728313,3305,9/25/2015,Nancy Meyers,Robert De Niro,7.1,Comedy
The Internship,Fox,44672764,3399,17325307,3366,06-07-13,Shawn Levy,Vince Vaughn,6.2,Comedy
The Interpreter,Uni.,72708161,2814,22822455,2758,4/22/2005,Sydney Pollack,Nicole Kidman,6.3,Crime
The Iron Giant,WB,23159305,2179,5732614,2179,08-03-99,Brad Bird,Eli Marienthal,7.8,Adventure
The Iron Lady,Wein.,30017992,1244,220409,4,12/30/2011,Phyllida Lloyd,Meryl Streep,6.4,History
The Island,DW,35818913,3138,12409070,3122,7/22/2005,Michael Bay,Scarlett Johansson,6.6,Action
The Italian Job,Par.,106128601,2877,19457944,2633,5/30/2003,F. Gary Gray,Donald Sutherland,6.7,Action
The Judge,WB,47119388,3003,13116226,3003,10-10-14,David Dobkin,Robert Downey Jr.,6,Drama
The Jungle Book 2,BV,47901582,2815,11441733,2808,2/14/2003,Steve Trenbirth,John Goodman,5.8,Family
The Karate Kid,Sony,176591618,3740,55665805,3663,06-11-10, Harald Zwart,Jaden Smith,6.3,Action
The Kingdom,Uni.,47536778,2836,17135055,2793,9/28/2007,Peter Berg,Jamie Foxx,6.6,Thriller
The Ladykillers,BV,39799191,1589,12634563,1583,3/26/2004,Ethan Coen,Tom Hanks,6.1,Comedy
The Lake House,WB,52330111,2645,13616196,2645,6/16/2006,Alejandro Agresti,Keanu Reeves,6.7,Romance
The Last Airbender,Par.,131772187,3203,40325019,3169,07-01-10, M. Night Shyamalan," 
Noah Ringer",4.7,Action
The Last Exorcism,LGF,41034350,2874,20366613,2874,8/27/2010,Daniel Stamm, Patrick Fabian,5.6,Horror
The Last Samurai,WB,111127263,2938,24271354,2908,12-05-03,Edward Zwick,Tom Cruise,7.4,Drama
The Last Song,BV,62950384,2794,16007426,2673,3/31/2010, Julie Anne Robinson," 
Miley Cyrus",7.2,Drama
The Last Witch Hunter,LG/S,27367660,3082,10812861,3082,10/23/2015,Breck Eisner,Vin Diesel,5.8,Fantasy
The Lazarus Effect,Rela.,25801047,2666,10203437,2666,2/27/2015,David Gelb,Olivia Wilde,5.1,Thriller
The League of Extraordinary Gentlemen,Fox,66465204,3002,23075892,3002,07-11-03,Stephen Norrington,Sean Connery,5.8,Fantasy
The Legend of Bagger Vance,DW,30919168,2162,11516712,2061,11-03-00,Robert Redford,Will Smith,6.6,Drama
The Legend of Tarzan,WB,126643061,3591,38527856,3561,07-01-16,David Yates,Alexander Skarsgård,5.7,Action
The Legend of Zorro,Sony,46464023,3520,16328506,3520,10/28/2005,Martin Campbell,Antonio Banderas,6,Action
The LEGO Batman Movie,WB,175750384,4088,53003468,4088,02-10-17,Chris McKay,Will Arnett,7.2,Action
The LEGO Movie,WB,257760692,3890,69050279,3775,02-07-14,Phil Lord,Chris Pratt,7.4,Adventure
The LEGO Ninjago Movie,WB,59281555,4047,20433071,4047,9/22/2017,Charlie Bean,Jackie Chan,6.4,Action
The Life Aquatic with Steve Zissou,BV,24020403,1105,113085,2,12-10-04,Wes Anderson,Bill Murray,7.2,Adventure
The Lincoln Lawyer,LGF,58009200,2707,13206453,2707,3/18/2011,Brad Furman,Matthew McConaughey,7.1,Crime
The Lizzie McGuire Movie,BV,42734455,2825,17338755,2825,05-02-03,Jim Fall,Hilary Duff,5.9,Family
The Lone Ranger,BV,89302115,3904,29210849,3904,07-03-13,Gore Verbinski,Johnny Depp,5,Action
The Longest Ride,Fox,37446117,3371,13019686,3366,04-10-15,George Tillman Jr.,Scott Eastwood,7.5,Drama
The Longest Yard,Par.,158119460,3654,47606480,3634,5/27/2005,Peter Segal,Adam Sandler,6.3,Comedy
The Lord of the Rings: The Fellowship of the Ring,NL,313364114,3381,47211490,3359,12/19/2001,Peter Jackson,Elijah Wood,8.3,Adventure
The Lord of the Rings: The Return of the King,NL,377027325,3703,72629713,3703,12/17/2003,Peter Jackson,Elijah Wood,8.4,Adventure
The Lord of the Rings: The Two Towers,NL,339789881,3622,62007528,3622,12/18/2002,Peter Jackson,Elijah Wood,8.3,Adventure
The Love Guru,Par.,32235793,3012,13907130,3012,6/20/2008,Marco Schnabel, Mike Myers,4.2,Comedy
The Lovely Bones,P/DW,44114232,2638,116616,3,12-11-09,Peter Jackson,Mark Wahlberg,6.8,Fantasy
The Lucky One,WB,60457138,3175,22518358,3155,4/20/2012,Scott Hicks,Zac Efron,6.9,Drama
The Majestic,WB,27807266,2361,4904339,2361,12/21/2001,Frank Darabont,Jim Carrey,6.7,Drama
The Man From U.N.C.L.E.,WB,45445109,3673,13421036,3638,8/14/2015,Guy Ritchie,Henry Cavill,7.1,Comedy
The Manchurian Candidate,Par.,65955630,2867,20018620,2867,7/30/2004,Jonathan Demme,Denzel Washington,6.3,Drama
The Martian,Fox,228433663,3854,54308575,3831,10-02-15,Ridley Scott,Matt Damon,7.7,Drama
The Master of Disguise,SonR,40388794,2568,12554650,2565,08-02-02,Perry Andelin Blake,Dana Carvey,3.6,Comedy
The Matrix,WB,171479930,2903,27788331,2849,3/31/1999,The Wachowskis,Keanu Reeves,8.1,Action
The Matrix Reloaded,WB,281576461,3603,91774413,3603,5/15/2003,Lana Wachowski,Keanu Reeves,6.9,Adventure
The Matrix Revolutions,WB,139313948,3502,48475154,3502,11-05-03,Lana Wachowski,Keanu Reeves,6.6,Adventure
The Maze Runner,Fox,102427862,3638,32512804,3604,9/19/2014,Wes Ball,Dylan OBrien,7.1,Action
The Meg,WB,145443742,4118,45402195,4118,08-10-18,Jon Turteltaub,Jason Statham,5.9,Action
The Men Who Stare at Goats,Over.,32428195,2453,12706654,2443,11-06-09, Grant Heslov," 
George Clooney",5.9,Comedy
The Messengers,SGem,35374833,2529,14713321,2528,02-02-07,Pang Brothers,Kristen Stewart,5.5,Mystery
The Mexican,DW,66845033,3162,20108829,2951,03-02-01,Gore Verbinski,Brad Pitt,5.8,Action
The Missing,SonR,27011180,2756,10833633,2756,11/26/2003,Ron Howard,Tommy Lee Jones,6.5,Drama
The Mist,MGM/W,25594957,2423,8931973,2423,11/21/2007,Frank Darabont,Thomas Jane,6.8,Horror
The Monuments Men,Sony,78031620,3083,22003433,3083,02-07-14,George Clooney,George Clooney,5.9,War
The Mortal Instruments: City of Bones,SGem,31165421,3118,9336957,3118,8/21/2013,Ed Decter,Katherine McNamara,6.3,Action
The Mothman Prophecies,SGem,35746370,2331,11208851,2331,1/25/2002,Mark Pellington,Richard Gere,6.2,Drama
The Mountain Between Us,Fox,30348555,3259,10551336,3088,10-06-17,Hany Abu-Assad,Idris Elba,6.5,Romance
The Mule,WB,103804407,3329,17509431,2588,12/14/2018,Clint Eastwood,Clint Eastwood,5.4,Drama
The Mummy,Uni.,155385488,3411,43369635,3210,05-07-99,Stephen Sommers,Brendan Fraser,6.7,Adventure
The Mummy Returns,Uni.,202019785,3553,68139035,3401,05-04-01,Stephen Sommers,Brendan Fraser,6.2,Adventure
The Mummy: Tomb of the Dragon Emperor,Uni.,102491776,3778,40457770,3760,08-01-08, Rob Cohen," 
Brendan Fraser",5.3,Adventure
The Muppets,BV,88631237,3440,29239026,3440,11/23/2011,James Bobin,Amy Adams,6.6,Comedy
The Musketeer,Uni.,27073640,2500,10312740,2438,09-07-01,Peter Hyams,Justin Chambers,5.3,Adventure
The Nanny Diaries,MGM/W,25930652,2636,7480927,2629,8/24/2007,Shari Springer Berman,Scarlett Johansson,6.2,Comedy
The Nativity Story,NL,37629831,3083,7849304,3083,12-01-06,Catherine Hardwicke,Keisha Castle-Hughes,6.2,Drama
The New Guy,SonR,29760152,2687,9007833,2687,05-10-02,Ed Decter,DJ Qualls,5.6,Comedy
The Nice Guys,WB,36261763,2865,11203270,2865,5/20/2016,Shane Black,Russell Crowe,7.1,Comedy
The Night Before,Sony,43047372,2960,9880536,2960,11/20/2015,Jonathan Levine,Joseph Gordon-Levitt,6.1,Comedy
The Notebook,NL,81001787,2323,13464745,2303,6/25/2004,Nick Cassavetes,Gena Rowlands,7.8,Romance
The Number 23,NL,35193167,2759,14602867,2759,2/23/2007, Joel Schumacher," 
Jim Carrey",6.4,Thriller
The Nun,WB (NL),117450119,3876,53807379,3876,09-07-18,Corin Hardy,Demián Bichir,4.8,Horror
The Nut Job,ORF,64251541,3472,19423000,3427,1/17/2014,Peter Lepeniotis,Will Arnett,5.6,Animation
The Nut Job 2: Nutty by Nature,ORF,28370522,4003,8342311,4003,08-11-17,Cal Brunker,Will Arnett,5.7,Family
The Nutcracker and the Four Realms,BV,54858851,3766,20352491,3766,11-02-18,Lasse Hallström,Mackenzie Foy,6.1,Fantasy
The Odd Life of Timothy Green,BV,51854875,2717,10822903,2598,8/15/2012,Peter Hedges,Jennifer Garner,6.7,Fantasy
The One,SonR,43905746,2894,19112404,2894,11-02-01,James Wong,Jet Li,5.9,Action
The Original Kings of Comedy,Par.,38182790,1082,11053832,847,8/18/2000,Spike Lee,Steve Harvey,6.5,Comedy
The Other Guys,Sony,119219978,3651,35543162,3651,08-06-10,Adam McKay,Will Ferrell,6.2,Action
The Other Sister,BV,27807627,1863,6624445,1343,2/26/1999,Garry Marshall,Juliette Lewis,6.3,Comedy
The Others,Mira.,96522687,2843,14089952,1678,08-10-01,Alejandro Amenábar,Nicole Kidman,7.5,Horror
The Out-of-Towners,Par.,28544120,2128,8224215,2102,04-02-99,Sam Weisman,Steve Martin,5.3,Comedy
The Pacifier,BV,113086868,3181,30552694,3131,03-04-05,Adam Shankman,Vin Diesel,5.9,Action
The Passion of the Christ,NM,370274604,3408,83848082,3043,2/25/2004,Mel Gibson,Jim Caviezel,7.1,Drama
The Patriot,Sony,113330342,3061,22413710,3061,6/28/2000,Roland Emmerich,Mel Gibson,4.6,Comedy
The Peanuts Movie,Fox,130178411,3902,44213073,3897,11-06-15,Steve Martino,Noah Schnapp,6.6,Adventure
